788961600.0	-26730662451.15114	144658567163.91086	-7643559.866035461	-12513.867951353015	31191.598628717005	609.8215080448483
788972400.0	-26865747284.529064	144995085308.5958	-1057474.3588876873	-12501.84634098611	31126.629555646374	609.823461465031
788983200.0	-27000702427.191322	145330903507.08212	5528616.291388534	-12489.851140303128	31061.97847577137	609.8224675721782
788994000.0	-27135528163.97696	145666025178.00143	12114680.482433066	-12477.882277767912	30997.642488972044	609.818568584219
789004800.0	-27270224778.94797	146000453708.86847	18700687.06400244	-12465.939681024638	30933.61873287934	609.8118060109267
789015600.0	-27404792555.380657	146334192456.48535	25286605.33039872	-12454.023276936414	30869.904382238146	609.8022206681134
789026400.0	-27539231775.75739	146667244747.33908	31872405.013049863	-12442.13299162265	30806.496648283497	609.7898526914879
789037200.0	-27673542721.758778	146999613877.99225	38458056.27323797	-12430.268750495212	30743.392778129626	609.7747415501912
789048000.0	-27807725674.256214	147331303115.46738	45043529.69497203	-12418.430478293414	30680.590054171567	609.7569260600129
789058800.0	-27941780913.304802	147662315697.62466	51628796.27800167	-12406.618099117875	30618.085793498984	609.7364443963024
789069600.0	-28075708718.136627	147992654833.5337	58213827.43096882	-12394.831536463285	30555.877347321944	609.7133341065785
789080400.0	-28209509367.15439	148322323703.8388	64798594.96469386	-12383.070713250108	30493.962100408346	609.6876321228483
789091200.0	-28343183137.92536	148651325461.1186	71383071.08559339	-12371.335551855273	30432.337470532704	609.6593747736425
789102000.0	-28476730307.175697	148979663230.23935	77967228.3892264	-12359.62597414185	30371.000907936057	609.6285977957741
789112800.0	-28610151150.78502	149307340108.70297	84551039.85396601	-12347.941901487795	30309.9498947967	609.5953363458277
789123600.0	-28743445943.781338	149634359166.98895	91134478.83479387	-12336.283254813732	30249.181944711487	609.5596250113881
789134400.0	-28876614960.33626	149960723448.89102	97717519.0572144	-12324.649954609868	30188.69460218748	609.5214978220127
789145200.0	-29009658473.760483	150286435971.84827	104300134.6112863	-12313.041920962009	30128.485442143672	609.4809882599566
789156000.0	-29142576756.499554	150611499727.2709	110882299.94576846	-12301.459073576747	30068.55206942256	609.4381292706545
789166800.0	-29275370080.129917	150935917680.8609	117463989.86237785	-12289.901331805822	30008.89211831134	609.3929532729687
