726120578.8944724	-34871926092.89522	142905711464.81973	-7479810.789269447	-16905.1342279742	26037.179635893364	791.3204846110489
726131378.8944724	-35054416780.7899	143186566027.1125	1066461.6888799667	-16889.440798771248	25972.972406335644	791.3219260091321
726142178.8944724	-35236738083.25718	143466728699.3607	9612729.0580225	-16873.76656627102	25909.0514455627	791.3195466859
726152978.8944724	-35418890207.94132	143746202560.21933	18158950.31828022	-16858.11158921074	25845.414342022475	791.3133953888669
726163778.8944724	-35600873363.10515	144024990662.45325	26705084.99220848	-16842.475923447764	25782.058712968614	791.3035201196196
726174578.8944724	-35782687757.59969	144303096033.24826	35251093.11681652	-16826.859622032716	25718.982204015596	791.2899681474972
726185378.8944724	-35964333600.83419	144580521674.5138	43796935.23573208	-16811.262735280645	25656.18248870227	791.2727860229534
726196178.8944724	-36145811102.74641	144857270563.18185	52342572.39148903	-16795.685310840527	25593.65726806375	791.2520195906527
726206978.8944724	-36327120473.77506	145133345651.5026	60887966.11800861	-16780.127393762843	25531.40427021105	791.2277140022741
726217778.8944724	-36508261924.831604	145408749867.33453	69433078.43315506	-16764.589026565518	25469.42124991879	791.1999137290449
726228578.8944724	-36689235667.27299	145683486114.42896	77977871.83146	-16749.070249298224	25407.705988220652	791.1686625740075
726239378.8944724	-36870041912.87597	145957557272.7128	86522309.27698421	-16733.571099604946	25346.256292012036	791.1340036840267
726250178.8944724	-37050680873.81102	146230966198.56552	95066354.19627285	-16718.091612785145	25285.0699936604	791.0959795615463
726260978.8944724	-37231152762.6176	146503715725.09207	103609970.47148132	-16702.631821853218	25224.14495062259	791.0546320760923
726271778.8944724	-37411457792.179405	146775808662.3911	112153122.43357849	-16687.191757596556	25163.479045069293	791.0100024755387
726282578.8944724	-37591596175.70087	147047247797.82077	120695774.85569954	-16671.771448632135	25103.070183516364	790.9621313971357
726293378.8944724	-37771568126.684494	147318035896.26028	129237892.94663906	-16656.37092146166	25042.916296462616	790.9110588783124
726304178.8944724	-37951373858.90717	147588175700.36478	137779442.34436893	-16640.990200525423	24983.01533803488	790.8568243672485
726314978.8944724	-38131013586.39935	147857669930.821	146320389.10979843	-16625.62930825465	24923.365285638563	790.7994667332295
