788961600.0	-26730662451.15117	144658567163.9109	-7643559.866029594	67830481755.03034	84106328412.92162	-2758788222.11001	112320756800.74297
788972400.0	-27052320431.308662	144598495510.0638	-7643596.324257292	67534493455.47122	84341617204.1854	-2738478067.3421435	112239663739.54276
788983200.0	-27373845192.235146	144537717210.05832	-7643907.621825289	67237677183.57354	84575871979.4436	-2718134338.8881817	112158211413.52242
788994000.0	-27695235062.210686	144476232598.54858	-7644490.094392996	66940036520.72544	84809089794.34926	-2697757283.834807	112076410814.6698
789004800.0	-28016488371.114044	144414042017.2192	-7645339.767121565	66641575058.96086	85041267716.90591	-2677347149.713379	111994272976.50684
789015600.0	-28337603450.556095	144351145814.77194	-7646452.355657179	66342296400.91791	85272402827.50726	-2656904184.4969506	111911808974.32928
789026400.0	-28658578634.013653	144287544346.9081	-7647823.267494559	66042204159.79713	85502492218.97717	-2636428636.5973554	111829029925.4389
789037200.0	-28979412256.963467	144223237976.30518	-7649447.60378002	65741301959.31959	85731532996.60896	-2615920754.8622	111745946989.36836
789048000.0	-29300102657.016014	144158227072.58844	-7651320.161725219	65439593433.68473	85959522278.20497	-2595380788.571938	111662571368.09824
789058800.0	-29620648174.0489	144092512012.297	-7653435.4373195395	65137082227.52825	86186457194.11578	-2574808987.4368515	111578914306.26622
789069600.0	-29941047150.339603	144026093178.84506	-7655787.628697317	64833771995.879616	86412334887.27943	-2554205601.594096	111494987091.36812
789080400.0	-30261297930.69722	143958970962.47733	-7658370.639788743	64529666404.11953	86637152513.26031	-2533570881.6047	111410801053.95071
789091200.0	-30581398862.593018	143891145760.2197	-7661178.084611602	64224769127.93729	86860907240.28818	-2512905078.450571	111326367567.79585
789102000.0	-30901348296.28953	143822617975.82465	-7664203.291942511	63919083853.28789	87083596249.2968	-2492208443.5314956	111241698050.09624
789112800.0	-31221144584.96787	143753388019.71146	-7667439.310360845	63612614276.348976	87305216733.96259	-2471481228.662103	111156803961.62173
789123600.0	-31540786084.85315	143683456308.90186	-7670878.913948633	63305364103.47777	87525765900.74297	-2450723686.0688868	111071696806.87718
789134400.0	-31860271155.33762	143612823266.95016	-7674514.608206287	62997337051.1677	87745240968.91483	-2429936068.387138	110986388134.2504
789145200.0	-32179598159.10141	143541489323.8694	-7678338.636571657	62688536846.00491	87963639170.61249	-2409118628.6579394	110900889536.1508
789156000.0	-32498765462.230644	143469454916.0522	-7682342.987229932	62378967224.62471	88180957750.86597	-2388271620.325116	110815212649.13824
789166800.0	-32817771434.33262	143396720486.1878	-7686519.400348216	62068631933.66772	88397193967.63869	-2367395297.2322044	110729369154.04182
789177600.0	-33136614448.64799	143323286483.17432	-7690859.375846252	61757534729.736	88612345091.86526	-2346489913.61937	110643370776.06856
789188400.0	-33455292882.15977	143249153362.02667	-7695354.181323957	61445679379.34896	88826408407.48906	-2325555724.120368	110557229284.90149
789199200.0	-33773805115.698715	143174321583.7812	-7699994.860465609	61133069658.89913	89039381211.49971	-2304592983.7594767	110470956494.78719
789210000.0	-34092149534.04544	143098791615.3959	-7704772.2418167405	60819709354.60778	89251260813.97038	-2283601947.948438	110384564264.61227
789220800.0	-34410324526.02854	143022563929.64716	-7709676.947828703	60505602262.48039	89462044538.09486	-2262582872.4833207	110298064497.96895
789231600.0	-34728328484.61904	142945639005.023	-7714699.404269282	60190752188.26199	89671729720.22472	-2241536013.5415235	110211469143.2089
789242400.0	-35046159807.02081	142868017325.61316	-7719829.849855769	59875162947.3923	89880313709.90599	-2220461627.678608	110124790193.48578
789253200.0	-35363816894.75686	142789699380.9958	-7725058.346291218	59558838364.960815	90087793869.91597	-2199359971.8252172	110038039686.78578
789264000.0	-35681298153.75149	142710685666.1216	-7730374.7884416655	59241782275.66161	90294167576.29979	-2178231303.2839904	109951229705.94609
789274800.0	-35998601994.408195	142630976681.195	-7735768.914826594	58923998523.748116	90499432218.40675	-2157075879.7264476	109864372378.6608
789285600.0	-36315726831.683174	142550572931.55273	-7741230.318370335	58605490962.98769	90703585198.9267	-2135893959.1898575	109777479877.47452
789296400.0	-36632671085.15432	142469474927.54025	-7746748.457256995	58286263456.61605	90906623933.92603	-2114685800.074097	109690564419.76292
789307200.0	-36949433179.08598	142387683184.38583	-7752312.666144192	57966319877.291595	91108545852.88359	-2093451661.1385643	109603638267.7004
789318000.0	-37266011542.48889	142305198222.07272	-7757912.167435106	57645664107.04947	91309348398.72672	-2072191801.4990067	109516713728.21384
789328800.0	-37582404609.17578	142222020565.20944	-7763536.082715698	57324300037.255646	91509029027.86658	-2050906480.6243973	109429803152.9235
789339600.0	-37898610817.812126	142138150742.8982	-7769173.444443993	57002231568.56077	91707585210.23393	-2029595958.3337545	109342918938.06937
789350400.0	-38214628611.9625	142053589288.60245	-7774813.2077078335	56679462610.853775	91905014429.31427	-2008260494.7930198	109256073524.42375
789361200.0	-38530456440.13204	141968336740.01242	-7780444.262100413	56355997083.21559	92101314182.18314	-1986900350.5118806	109169279397.18924
789372000.0	-38846092755.80336	141882393638.90988	-7786055.443708494	56031838913.87247	92296481979.54102	-1965515786.340621	109082549085.88235
789382800.0	-39161536017.46868	141795760531.03177	-7791635.547204699	55706992040.14925	92490515345.74838	-1944107063.4668646	108995895164.2016
789393600.0	-39476784688.65729	141708437965.933	-7797173.338043939	55381460408.42259	92683411818.86029	-1922674443.412553	108909330249.88103
789404400.0	-39791837237.958206	141620426496.84875	-7802657.564637978	55055247974.073906	92875168950.66087	-1901218188.03058	108822867004.52803
789415200.0	-40106692139.03817	141531726680.55573	-7808076.970692929	54728358701.44219	93065784306.69794	-1879738559.5017152	108736518133.44522
789426000.0	-40421347870.65486	141442339077.23355	-7813420.30747354	54400796563.77678	93255255466.317	-1858235820.3313885	108650296385.43666
789436800.0	-40735802916.66531	141352264250.32565	-7818676.346245252	54072565543.1899	93443580022.69548	-1836710233.3464503	108564214552.59752
789447600.0	-41050055766.02966	141261502766.39996	-7823833.890485693	53743669630.609146	93630755582.87657	-1815162061.6919725	108478285470.0875
789458400.0	-41364104912.810074	141170055195.00974	-7828881.788364552	53414112825.72969	93816779767.80302	-1793591568.828064	108392522015.8871
789469200.0	-41677948856.16488	141077922108.55457	-7833808.944999531	53083899136.9665	94001650212.35071	-1771999018.5265944	108306937110.53711
789480000.0	-41991586100.338005	140985104082.14166	-7838604.334884264	52753032581.40638	94185364565.36205	-1750384674.8680258	108221543716.86061
789490800.0	-42305015154.64362	140891601693.4476	-7843257.013979718	52421517184.759735	94367920489.67934	-1728748802.2381434	108136354839.66739
789501600.0	-42618234533.44595	140797415522.58054	-7847756.132120557	52089356981.31246	94549315662.17772	-1707091665.3248057	108051383525.44052
789512400.0	-42931242756.134346	140702546151.94336	-7852090.945069358	51756556013.87743	94729547773.79834	-1685413529.114746	107966642862.00467
789523200.0	-43244038347.093605	140606994166.09763	-7856250.826593954	51423118333.74604	94908614529.58089	-1663714658.8902628	107882145978.1762
789534000.0	-43556619835.66947	140510760151.62845	-7860225.280440908	51089048000.63948	95086513648.69635	-1641995320.2260096	107797906043.39441
789544800.0	-43868985756.12934	140413844697.01086	-7864003.952278465	50754349082.65997	95263242864.47946	-1620255778.9857152	107713936267.33391
